Name,Description,chr,start,stop,strand,length,Gen0_ORFhits,Gen0_MinORFPosition(%),Gen0_MaxORFPosition(%),Gen0_ORFdensity (HPKM),Gen0_1kbUpStreamhits,Gen0_NearestUpStreamhit,Gen0_1kbDownStreamhits,Gen0_NearestDownStreamhit,Gen0_Flankdensity (HPKM),Gen0_ORFHitsLast10%,Gen0_IntronHits,Gen0_Pval,Gen0_ExpORFhits,Gen0_CorrectionRatio(R),Gen80_GLU_Pval,Gen80_GLY_Pval,Gen0Class,Gen80Classification,Gen80GLU Z score,Gen20GLU Z score,Gen0,Gen20GLY Z score,Gen80GLY Z score,YALI1_norm,YALI0 locus ID,YALI1 Locus ID,Gene Type,Chromosome,Start Base,End Base,Strand,Annotation,YALI0_norm
YALI1_B02465g,"similar to Saccharomyces cerevisiae ORC5 (YNL261W)%3B ancestral locus Anc_1.95,  similar to CA2749|IPF11465 Candida albicans IPF11465 unknown function",Yali1B,245133,246530,-,1398,0,na,na,0.0,41,-49,5,347,43.02,0,0,0.001423,6.55504000112,0.48588017776,0.005273,0.032925,Essential,Essential,na,na,na,na,na,YALI1_B02465g,YALI0B01452g,YALI1_B02465g,mRNA,YALI1B,245133.0,246530.0,-,"similar to Saccharomyces cerevisiae ORC5 (YNL261W)%3B ancestral locus Anc_1.95,  similar to CA2749|IPF11465 Candida albicans IPF11465 unknown function",YALI0_B01452g
YALI1_B02472g,"  similar to uniprot|P28519 Saccharomyces cerevisiae YMR201c RAD14 nucleotide excision repair protein,similar to Saccharomyces cerevisiae RAD14 (YMR201C)%3B ancestral locus Anc_6.296",Yali1B,247210,248043,+,834,3,96.7587,97.71909,0.0,41,-38,20,6,57.05,3,0,0.00312,5.77004108176,0.717272442182,0.119277,0.223096,Essential,Essential,-0.3222,-0.9973,-0.116266666667,0.0903333333333,0.3316,YALI1_B02472g,YALI0B01474g,YALI1_B02472g,mRNA,YALI1B,247210.0,248043.0,+,"  similar to uniprot|P28519 Saccharomyces cerevisiae YMR201c RAD14 nucleotide excision repair protein,similar to Saccharomyces cerevisiae RAD14 (YMR201C)%3B ancestral locus Anc_6.296",YALI0_B01474g
YALI1_B02487g,"  similar to uniprot|P22289 Saccharomyces cerevisiae YGR183c QCR9 ubiquinol--cytochrome-c reductase subunit 9,similar to Saccharomyces cerevisiae QCR9 (YGR183C)%3B ancestral locus Anc_5.189",Yali1B,248697,249448,-,752,0,na,na,0.0,40,-70,23,119,58.92,0,0,0.005704,5.16661357012,0.712387490818,0.021644,0.13041,Essential,Essential,na,na,na,na,na,YALI1_B02487g,YALI0B01540g,YALI1_B02487g,mRNA,YALI1B,248697.0,249448.0,-,"  similar to uniprot|P22289 Saccharomyces cerevisiae YGR183c QCR9 ubiquinol--cytochrome-c reductase subunit 9,similar to Saccharomyces cerevisiae QCR9 (YGR183C)%3B ancestral locus Anc_5.189",YALI0_B01540g
YALI1_B02806g,"similar to Saccharomyces cerevisiae FMN1 (YDR236C)%3B ancestral locus Anc_8.459,  weakly similar to uniprot|Q03778 Saccharomyces cerevisiae YDR236C Hypothetical 24.5 kDa protein",Yali1B,280069,280647,-,579,0,na,na,0.0,69,-86,10,104,73.89,0,0,0.006205,5.08233729934,0.91051244807,0.013761,0.075837,Essential,Essential,na,na,na,na,na,YALI1_B02806g,YALI0B01826g,YALI1_B02806g,mRNA,YALI1B,280069.0,280647.0,-,"similar to Saccharomyces cerevisiae FMN1 (YDR236C)%3B ancestral locus Anc_8.459,  weakly similar to uniprot|Q03778 Saccharomyces cerevisiae YDR236C Hypothetical 24.5 kDa protein",YALI0_B01826g
YALI1_B02874g,"  weakly similar to uniprot|Q12315 Saccharomyces cerevisiae YDL207w RNA export factor GLE1,similar to Saccharomyces cerevisiae GLE1 (YDL207W)%3B ancestral locus Anc_8.460",Yali1B,285554,287413,-,1860,1,39.80635,39.80635,1.02,31,-47,16,85,43.96,0,0,0.001459,8.69245957543,0.484187453336,0.000887,0.007691,Essential,Essential,na,na,na,na,na,YALI1_B02874g,YALI0B01870g,YALI1_B02874g,mRNA,YALI1B,285554.0,287413.0,-,"  weakly similar to uniprot|Q12315 Saccharomyces cerevisiae YDL207w RNA export factor GLE1,similar to Saccharomyces cerevisiae GLE1 (YDL207W)%3B ancestral locus Anc_8.460",YALI0_B01870g
YALI1_B02881g,"  similar to uniprot|P36519 Saccharomyces cerevisiae YDR237W 60S ribosomal protein L7 mitochondrial precursor (YmL7),similar to Saccharomyces cerevisiae MRPL7 (YDR237W)%3B ancestral locus Anc_8.461",Yali1B,288168,289061,+,894,0,na,na,0.0,31,-118,2,513,30.86,0,0,0.04205,3.16889744395,0.367457373848,0.08349,0.23019,Essential,Essential,na,na,na,na,na,YALI1_B02881g,YALI0B01892g,YALI1_B02881g,mRNA,YALI1B,288168.0,289061.0,+,"  similar to uniprot|P36519 Saccharomyces cerevisiae YDR237W 60S ribosomal protein L7 mitochondrial precursor (YmL7),similar to Saccharomyces cerevisiae MRPL7 (YDR237W)%3B ancestral locus Anc_8.461",YALI0_B01892g
YALI1_B02931g,"similar to Saccharomyces cerevisiae MTF1 (YMR228W)%3B ancestral locus Anc_8.755,  some similarities with uniprot|P87250 Kluyveromyces lactis mitochondrial replication protein MTF1",Yali1B,293116,294531,+,1416,1,97.95053,97.95053,1.34,27,-31,23,129,46.76,1,0,0.004732,7.34769384696,0.537705964815,0.060476,0.036393,Essential,Essential,-0.9632,-0.593,na,-0.13,na,YALI1_B02931g,YALI0B01980g,YALI1_B02931g,mRNA,YALI1B,293116.0,294531.0,+,"similar to Saccharomyces cerevisiae MTF1 (YMR228W)%3B ancestral locus Anc_8.755,  some similarities with uniprot|P87250 Kluyveromyces lactis mitochondrial replication protein MTF1",YALI0_B01980g
YALI1_B03335g,"  similar to uniprot|Q04338 Saccharomyces cerevisiae YMR197C Vesicle transport v-SNARE protein VTI1,similar to Saccharomyces cerevisiae VTI1 (YMR197C)%3B ancestral locus Anc_6.287",Yali1B,333570,334824,+,1255,0,na,na,0.0,75,-29,16,229,85.11,0,0,7e-06,11.8124944938,0.975425992391,8.1e-05,0.001377,Essential,Essential,na,na,na,na,na,YALI1_B03335g,YALI0B02244g,YALI1_B03335g,mRNA,YALI1B,333570.0,334824.0,+,"  similar to uniprot|Q04338 Saccharomyces cerevisiae YMR197C Vesicle transport v-SNARE protein VTI1,similar to Saccharomyces cerevisiae VTI1 (YMR197C)%3B ancestral locus Anc_6.287",YALI0_B02244g
YALI1_B03719g,"similar to Saccharomyces cerevisiae PIK1 (YNL267W)%3B ancestral locus Anc_1.85,  similar to uniprot|P39104 Saccharomyces cerevisiae YNL267w PIK1 phosphatidylinositol 4-kinase",Yali1B,369034,371916,-,2883,0,na,na,0.0,89,-35,40,52,120.65,0,0,0.0,27.8319563687,1.18332946511,0.0,0,Essential,Essential,na,na,na,na,na,YALI1_B03719g,YALI0B02376g,YALI1_B03719g,mRNA,YALI1B,369034.0,371916.0,-,"similar to Saccharomyces cerevisiae PIK1 (YNL267W)%3B ancestral locus Anc_1.85,  similar to uniprot|P39104 Saccharomyces cerevisiae YNL267w PIK1 phosphatidylinositol 4-kinase",YALI0_B02376g
YALI1_B03910g,"  similar to uniprot|Q04182 Saccharomyces cerevisiae YDR406w PDR15 ATP-binding cassette transporter family member,similar to Saccharomyces cerevisiae PDR5 (YOR153W) and PDR15 (YDR406W)%3B ancestral locus Anc_5.500",Yali1B,387107,391859,-,4753,15,2.63047,99.93687,4.39,64,-59,76,5,130.94,3,4,0.0,45.890859356,1.21976801191,0.0,0,Essential,Essential,-0.37298,-0.129911111111,-0.48865,0.05355,-0.92225,YALI1_B03910g,YALI0B02544g,YALI1_B03910g,mRNA,YALI1B,387107.0,391859.0,-,"  similar to uniprot|Q04182 Saccharomyces cerevisiae YDR406w PDR15 ATP-binding cassette transporter family member,similar to Saccharomyces cerevisiae PDR5 (YOR153W) and PDR15 (YDR406W)%3B ancestral locus Anc_5.500",YALI0_B02544g
YALI1_B03979g,  similar to uniprot|P39925 Saccharomyces cerevisiae YER017C Mitochondrial respiratory chain complexes assembly protein AFG3 (EC 3.4.24.-) (TAT-binding homolog 10),Yali1B,397948,400239,+,2292,1,85.68311,85.68311,0.83,42,-5,4,103,43.02,0,0,0.000428,10.0656708462,0.454954407742,0.000712,0.013241,Essential,Essential,na,na,na,na,na,YALI1_B03979g,YALI0B02574g,YALI1_B03979g,mRNA,YALI1B,397948.0,400239.0,+,  similar to uniprot|P39925 Saccharomyces cerevisiae YER017C Mitochondrial respiratory chain complexes assembly protein AFG3 (EC 3.4.24.-) (TAT-binding homolog 10),YALI0_B02574g
YALI1_B04123g,"similar to Saccharomyces cerevisiae NUP1 (YOR098C)%3B ancestral locus Anc_2.186,  similar to uniprot|Q10168 Schizosaccharomyces pombe hypothetical protein C26A3.15c and uniprot|P14907 Saccharomyces cerevisiae YJL041W Nucleoporin NSP1",Yali1B,410762,412369,-,1608,0,na,na,0.0,91,-17,18,175,101.95,0,0,0.0,15.5190679682,1.12717942184,2.4e-05,0.000137,Essential,Essential,na,na,na,na,na,YALI1_B04123g,YALI0B02706g,YALI1_B04123g,mRNA,YALI1B,410762.0,412369.0,-,"similar to Saccharomyces cerevisiae NUP1 (YOR098C)%3B ancestral locus Anc_2.186,  similar to uniprot|Q10168 Schizosaccharomyces pombe hypothetical protein C26A3.15c and uniprot|P14907 Saccharomyces cerevisiae YJL041W Nucleoporin NSP1",YALI0_B02706g
YALI1_B04138g,"similar to Saccharomyces cerevisiae GPM1 (YKL152C)%3B ancestral locus Anc_5.257,  highly similar to uniprot|P00950 Saccharomyces cerevisiae YKL152C Phosphoglycerate mutase 1 (EC 5.4.2.1) (Phosphoglyceromutase 1) (PGAM 1) (MPGM 1) (BPG-dependent PGAM 1)",Yali1B,413898,414686,+,789,0,na,na,0.0,86,-66,13,186,92.59,0,0,0.000496,7.60984788984,1.1149611384,0.001546,0.012754,Essential,Essential,na,na,na,na,na,YALI1_B04138g,YALI0B02728g,YALI1_B04138g,mRNA,YALI1B,413943.0,414686.0,+,"similar to Saccharomyces cerevisiae GPM1 (YKL152C)%3B ancestral locus Anc_5.257,  highly similar to uniprot|P00950 Saccharomyces cerevisiae YKL152C Phosphoglycerate mutase 1 (EC 5.4.2.1) (Phosphoglyceromutase 1) (PGAM 1) (MPGM 1) (BPG-dependent PGAM 1)",YALI0_B02728g
YALI1_B04200g,"similar to Saccharomyces cerevisiae NUP192 (YJL039C)%3B ancestral locus Anc_5.261,  similar to uniprot|P47054 Saccharomyces cerevisiae YJL039c NUP192 nucleoporin localize at the inner site of the nuclear membrane",Yali1B,415330,420556,-,5227,2,89.78186,99.71297,0.73,18,-43,12,50,28.06,1,0,0.000354,12.2672016337,0.243067189781,0.000343,0.001802,Essential,Essential,-0.6271,na,-0.8254,-0.612,na,YALI1_B04200g,YALI0B02750g,YALI1_B04200g,mRNA,YALI1B,415330.0,420556.0,-,"similar to Saccharomyces cerevisiae NUP192 (YJL039C)%3B ancestral locus Anc_5.261,  similar to uniprot|P47054 Saccharomyces cerevisiae YJL039c NUP192 nucleoporin localize at the inner site of the nuclear membrane",YALI0_B02750g
YALI1_B04309g,"  similar to uniprot|P47096 Saccharomyces cerevisiae YJR025C 3-hydroxyanthranilate 3 4-dioxygenase (EC 1.13.11. 6),similar to Saccharomyces cerevisiae BNA1 (YJR025C)%3B ancestral locus Anc_5.128",Yali1B,430537,431142,-,606,0,na,na,0.0,61,-36,11,41,67.34,0,0,0.007956,4.83385083283,0.827347790383,0.022255,0.052429,Essential,Essential,na,na,na,na,na,YALI1_B04309g,YALI0B02852g,YALI1_B04309g,mRNA,YALI1B,430537.0,431142.0,-,"  similar to uniprot|P47096 Saccharomyces cerevisiae YJR025C 3-hydroxyanthranilate 3 4-dioxygenase (EC 1.13.11. 6),similar to Saccharomyces cerevisiae BNA1 (YJR025C)%3B ancestral locus Anc_5.128",YALI0_B02852g
YALI1_B04321g,"  similar to uniprot|P38764 Saccharomyces cerevisiae YHR027C 26S proteasome regulatory subunit RPN1 (Proteasome non-ATPase subunit 1),similar to Saccharomyces cerevisiae RPN1 (YHR027C)%3B ancestral locus Anc_5.271",Yali1B,432160,435099,+,2940,0,na,na,0.0,61,-41,7,2,63.6,0,0,0.0,17.6151689479,0.620636721871,7e-05,3.6e-05,Essential,Essential,na,na,na,0.7271,na,YALI1_B04321g,YALI0B02860g,YALI1_B04321g,mRNA,YALI1B,432160.0,435099.0,+,"  similar to uniprot|P38764 Saccharomyces cerevisiae YHR027C 26S proteasome regulatory subunit RPN1 (Proteasome non-ATPase subunit 1),similar to Saccharomyces cerevisiae RPN1 (YHR027C)%3B ancestral locus Anc_5.271",YALI0_B02860g
YALI1_B04433g,"similar to Saccharomyces cerevisiae GPD1 (YDL022W) and GPD2 (YOL059W)%3B ancestral locus Anc_3.169,  uniprot|Q9UVF4 Yarrowia lipolytica Glycerol-3- phosphate dehydrogenase [NAD ]",Yali1B,443382,445169,+,1788,3,57.86234,99.83212,3.19,120,-79,82,59,188.93,2,0,2.7e-05,17.2573580954,2.08249012391,6e-06,0.0005,Essential,Essential,na,-0.4393,-0.1634,-0.2976,na,YALI1_B04433g,YALI0B02948g,YALI1_B04433g,mRNA,YALI1B,443382.0,445169.0,+,"similar to Saccharomyces cerevisiae GPD1 (YDL022W) and GPD2 (YOL059W)%3B ancestral locus Anc_3.169,  uniprot|Q9UVF4 Yarrowia lipolytica Glycerol-3- phosphate dehydrogenase [NAD ]",YALI0_B02948g
YALI1_B04466g,"  weakly similar to uniprot|P53251 Saccharomyces cerevisiae YGR081c,similar to Saccharomyces cerevisiae SLX9 (YGR081C)%3B ancestral locus Anc_3.409",Yali1B,446248,446670,-,423,4,97.39336,99.52607,0.0,13,-221,83,38,89.79,4,0,0.016987,4.07532463136,1.17291308587,0.216807,0.09672,Essential,Essential,-0.2608,0.875125,1.019475,0.696425,0.192533333333,YALI1_B04466g,YALI0B02970g,YALI1_B04466g,mRNA,YALI1B,446248.0,446670.0,-,"  weakly similar to uniprot|P53251 Saccharomyces cerevisiae YGR081c,similar to Saccharomyces cerevisiae SLX9 (YGR081C)%3B ancestral locus Anc_3.409",YALI0_B02970g
YALI1_B04559g,  no similarity,Yali1B,455918,457045,+,1128,4,12.06744,98.40284,6.73,70,-2,20,1,84.18,1,0,0.010969,10.8836276293,1.02100542565,0.032739,0.002488,Essential,Essential,0.2417,-0.561866666667,-0.76195,0.19585,na,YALI1_B04559g,YALI0B03102g,YALI1_B04559g,mRNA,YALI1B,455918.0,457045.0,+,  no similarity,YALI0_B03102g
YALI1_B04589g,  similar to uniprot|Q8NKC1 Schizosaccharomyces pombe Putative O-methyltransferase possibly involved in homocysteine metabolism,Yali1B,458906,459679,+,774,0,na,na,0.0,20,-50,16,66,33.67,0,0,0.048241,3.03155452567,0.406102938069,0.235113,0.331445,Essential,Essential,-0.2397,-0.2457,na,na,0.4084,YALI1_B04589g,YALI0B03124g,YALI1_B04589g,mRNA,YALI1B,458906.0,459679.0,+,  similar to uniprot|Q8NKC1 Schizosaccharomyces pombe Putative O-methyltransferase possibly involved in homocysteine metabolism,YALI0_B03124g
YALI1_B04803g,  weakly similar to uniprot|Q02516 Saccharomyces cerevisiae YOR358w HAP5 CCAAT-binding factor subunit,Yali1B,480314,481033,+,720,0,na,na,0.0,29,-30,23,47,48.64,0,0,0.016621,4.09711349162,0.590064307647,0.029429,0.089961,Essential,Essential,na,na,na,na,na,YALI1_B04803g,YALI0B03322g,YALI1_B04803g,mRNA,YALI1B,480314.0,481033.0,+,  weakly similar to uniprot|Q02516 Saccharomyces cerevisiae YOR358w HAP5 CCAAT-binding factor subunit,YALI0_B03322g
YALI1_B04873g,"  weakly similar to uniprot|Q9UTR9 Schizosaccharomyces pombe WD-repeat protein,similar to Saccharomyces cerevisiae YPR085C%3B ancestral locus Anc_3.391",Yali1B,487321,488607,+,1287,2,94.63453,95.25661,2.95,63,-22,8,8,66.41,2,0,0.002916,9.68568423814,0.779901183776,0.030108,0.102387,Essential,Essential,0.10115,0.4074,1.1037,0.7969,0.41485,YALI1_B04873g,YALI0B03388g,YALI1_B04873g,mRNA,YALI1B,487321.0,488607.0,+,"  weakly similar to uniprot|Q9UTR9 Schizosaccharomyces pombe WD-repeat protein,similar to Saccharomyces cerevisiae YPR085C%3B ancestral locus Anc_3.391",YALI0_B03388g
YALI1_B04937g,  similar to uniprot|Q9Y7R3 Schizosaccharomyces pombe Condensin complex subunit 2 (p105),Yali1B,491503,493722,-,2220,0,na,na,0.0,49,-58,143,3,179.58,0,0,0.0,21.4292544005,1.87113094526,0.0,5e-06,Essential,Essential,na,na,na,na,na,YALI1_B04937g,YALI0B03476g,YALI1_B04937g,mRNA,YALI1B,491503.0,493722.0,-,  similar to uniprot|Q9Y7R3 Schizosaccharomyces pombe Condensin complex subunit 2 (p105),YALI0_B03476g
YALI1_B05072g,  highly similar to uniprot|Q9HEW8 Emericella nidulans Ribonucleotide reductase,Yali1B,506024,507235,-,1212,0,na,na,0.0,51,-56,83,87,125.33,0,0,8e-06,11.6948296886,1.44276351199,0.00237,0.001227,Essential,Essential,na,na,na,na,na,YALI1_B05072g,YALI0B03630g,YALI1_B05072g,mRNA,YALI1B,506024.0,507235.0,-,  highly similar to uniprot|Q9HEW8 Emericella nidulans Ribonucleotide reductase,YALI0_B03630g
YALI1_B05185g,  weakly similar to uniprot|O60152 Schizosaccharomyces pombe N-end-recognizing protein (Ubiquitin-protein ligase E3 component),Yali1B,513127,518556,-,5430,0,na,na,0.0,31,-335,40,213,66.41,0,0,0.0,27.8602451906,0.531392394261,0.0,0,Essential,Essential,na,na,na,na,na,YALI1_B05185g,YALI0B03718g,YALI1_B05185g,mRNA,YALI1B,513127.0,518556.0,-,  weakly similar to uniprot|O60152 Schizosaccharomyces pombe N-end-recognizing protein (Ubiquitin-protein ligase E3 component),YALI0_B03718g
YALI1_B05242g,"similar to Saccharomyces cerevisiae YOR287C%3B ancestral locus Anc_8.748,  similar to uniprot|Q9HEC4 Neurospora crassa Conserved hypothetical protein",Yali1B,524241,525083,+,843,1,36.69834,36.69834,2.25,43,-7,42,32,79.5,0,0,0.003114,7.82963720845,0.962896901652,0.001475,0.014069,Essential,Essential,na,na,na,na,na,YALI1_B05242g,YALI0B03784g,YALI1_B05242g,mRNA,YALI1B,524241.0,525083.0,+,"similar to Saccharomyces cerevisiae YOR287C%3B ancestral locus Anc_8.748,  similar to uniprot|Q9HEC4 Neurospora crassa Conserved hypothetical protein",YALI0_B03784g
YALI1_B05364g,"  highly similar to uniprot|P00830 Saccharomyces cerevisiae YJR121W ATP synthase beta chain mitochondrial precursor (EC 3.6.3.14),similar to Saccharomyces cerevisiae ATP2 (YJR121W)%3B ancestral locus Anc_7.507",Yali1B,536493,538756,+,2264,4,22.05038,83.7384,2.52,50,-191,32,4,76.69,0,1,1.2e-05,18.2406796225,0.834654430652,1e-06,5.6e-05,Essential,Essential,na,-0.8799,-1.00233333333,-1.2167,na,YALI1_B05364g,YALI0B03982g,YALI1_B05364g,mRNA,YALI1B,536493.0,538756.0,+,"  highly similar to uniprot|P00830 Saccharomyces cerevisiae YJR121W ATP synthase beta chain mitochondrial precursor (EC 3.6.3.14),similar to Saccharomyces cerevisiae ATP2 (YJR121W)%3B ancestral locus Anc_7.507",YALI0_B03982g
YALI1_B05438g,"similar to Saccharomyces cerevisiae IST1 (YNL265C)%3B ancestral locus Anc_1.87,  similar to uniprot|P53843 Saccharomyces cerevisiae YNL265C Hypothetical 34.5 kDa protein in PIK1-POL2 intergenic region",Yali1B,543034,543964,-,931,3,65.48387,90.86022,6.12,61,-47,19,19,74.82,1,0,0.024178,8.2675972882,0.920548356877,0.035776,0.006422,Essential,Essential,0.2837,-0.607733333333,-0.6023,-0.223133333333,na,YALI1_B05438g,YALI0B04048g,YALI1_B05438g,mRNA,YALI1B,543034.0,543861.0,-,"similar to Saccharomyces cerevisiae IST1 (YNL265C)%3B ancestral locus Anc_1.87,  similar to uniprot|P53843 Saccharomyces cerevisiae YNL265C Hypothetical 34.5 kDa protein in PIK1-POL2 intergenic region",YALI0_B04048g
YALI1_B05571g,"similar to Saccharomyces cerevisiae ALA1 (YOR335C)%3B ancestral locus Anc_7.58,  similar to uniprot|P40825 Saccharomyces cerevisiae YOR335C Alanyl-tRNA synthetase cytoplasmic (EC 6.1.1.7) (Alanine--tRNA ligase)",Yali1B,554181,557120,-,2940,1,57.26438,57.26438,0.65,41,-76,15,145,52.38,0,0,6e-06,14.7656563239,0.520239605097,0.000209,0.000264,Essential,Essential,0.2417,na,-1.2965,na,na,YALI1_B05571g,YALI0B04180g,YALI1_B05571g,mRNA,YALI1B,554181.0,557063.0,-,"similar to Saccharomyces cerevisiae ALA1 (YOR335C)%3B ancestral locus Anc_7.58,  similar to uniprot|P40825 Saccharomyces cerevisiae YOR335C Alanyl-tRNA synthetase cytoplasmic (EC 6.1.1.7) (Alanine--tRNA ligase)",YALI0_B04180g
YALI1_B05646g,"similar to Saccharomyces cerevisiae RPL42B (YHR141C) and RPL42A (YNL162W)%3B ancestral locus Anc_2.95,  highly similar to uniprot|P02405 Saccharomyces cerevisiae YNL162w RPL42A and highly similar to uniprot|P02405 Saccharomyces cerevisiae YHR141C RPL42B Ribosomal Protein of the Large subunit",Yali1B,564690,565333,+,644,0,na,na,0.0,15,-155,59,55,69.21,0,0,0.005206,5.25799971644,0.846759010994,0.008193,0.044116,Essential,Essential,na,na,na,na,na,YALI1_B05646g,YALI0B04224g,YALI1_B05646g,mRNA,YALI1B,564690.0,565333.0,+,"similar to Saccharomyces cerevisiae RPL42B (YHR141C) and RPL42A (YNL162W)%3B ancestral locus Anc_2.95,  highly similar to uniprot|P02405 Saccharomyces cerevisiae YNL162w RPL42A and highly similar to uniprot|P02405 Saccharomyces cerevisiae YHR141C RPL42B Ribosomal Protein of the Large subunit",YALI0_B04224g
YALI1_B05690g,  highly similar to uniprot|Q00381 Saccharomyces cerevisiae YJR058c APS2 AP-2 complex subunit sigma2 subunit,Yali1B,569073,569652,+,580,0,na,na,0.0,69,-66,21,226,84.18,0,0,0.003729,5.59149990891,1.03717722097,0.008605,0.049099,Essential,Essential,na,-1.466,na,na,na,YALI1_B05690g,YALI0B04246g,YALI1_B05690g,mRNA,YALI1B,569073.0,569652.0,+,  highly similar to uniprot|Q00381 Saccharomyces cerevisiae YJR058c APS2 AP-2 complex subunit sigma2 subunit,YALI0_B04246g
YALI1_B05711g,"similar to Saccharomyces cerevisiae CBK1 (YNL161W)%3B ancestral locus Anc_2.96,  similar to uniprot|P53894 Saccharomyces cerevisiae YNL161W Serine/threonine-protein kinase CBK1 (EC 2.7.1.-) (Cell wall biosynthesis kinase)",Yali1B,571150,572916,+,1767,0,na,na,0.0,53,-45,50,59,96.34,0,0,0.0,17.0545575805,1.04848433769,1e-06,0.000146,Essential,Essential,na,na,na,na,na,YALI1_B05711g,YALI0B04268g,YALI1_B05711g,mRNA,YALI1B,571150.0,572916.0,+,"similar to Saccharomyces cerevisiae CBK1 (YNL161W)%3B ancestral locus Anc_2.96,  similar to uniprot|P53894 Saccharomyces cerevisiae YNL161W Serine/threonine-protein kinase CBK1 (EC 2.7.1.-) (Cell wall biosynthesis kinase)",YALI0_B04268g
YALI1_B05995g,"  similar to uniprot|P38264 Saccharomyces cerevisiae YBR106W Inorganic phosphate transporter PHO88,similar to Saccharomyces cerevisiae PHO88 (YBR106W)%3B ancestral locus Anc_3.355",Yali1B,599560,600359,+,800,6,90.36295,97.74718,0.0,95,-79,13,28,101.01,6,0,0.000446,7.71607673095,1.28236046145,0.001413,0.117374,Essential,Essential,0.0227333333333,-0.00085,-0.200933333333,-0.22365,-0.2115,YALI1_B05995g,YALI0B04444g,YALI1_B05995g,mRNA,YALI1B,599560.0,600359.0,+,"  similar to uniprot|P38264 Saccharomyces cerevisiae YBR106W Inorganic phosphate transporter PHO88,similar to Saccharomyces cerevisiae PHO88 (YBR106W)%3B ancestral locus Anc_3.355",YALI0_B04444g
YALI1_B06015g,"  weakly similar to DEHA0D10956g Debaryomyces hansenii IPF 1267.1,similar to Saccharomyces cerevisiae NSL1 (YPL233W)%3B ancestral locus Anc_6.259",Yali1B,600897,601511,-,615,0,na,na,0.0,31,-12,19,63,46.76,0,0,0.033261,3.40337827736,0.57397383205,0.058268,0.117126,Essential,Essential,na,na,na,na,na,YALI1_B06015g,YALI0B04466g,YALI1_B06015g,mRNA,YALI1B,600897.0,601511.0,-,"  weakly similar to DEHA0D10956g Debaryomyces hansenii IPF 1267.1,similar to Saccharomyces cerevisiae NSL1 (YPL233W)%3B ancestral locus Anc_6.259",YALI0_B04466g
YALI1_B06245g,"similar to Saccharomyces cerevisiae NAR1 (YNL240C)%3B ancestral locus Anc_2.4,  similar to uniprot|Q9Y7N7 Schizosaccharomyces pombe Hypothetical protein",Yali1B,623096,624571,-,1476,0,na,na,0.0,53,-53,29,130,76.69,0,0,5e-06,12.2401077658,0.859297330768,3.5e-05,0.002129,Essential,Essential,na,-0.593,na,na,na,YALI1_B06245g,YALI0B04532g,YALI1_B06245g,mRNA,YALI1B,623096.0,624571.0,-,"similar to Saccharomyces cerevisiae NAR1 (YNL240C)%3B ancestral locus Anc_2.4,  similar to uniprot|Q9Y7N7 Schizosaccharomyces pombe Hypothetical protein",YALI0_B04532g
YALI1_B07094g,"similar to Saccharomyces cerevisiae ERG11 (YHR007C)%3B ancestral locus Anc_5.588,  similar to uniprot|P10614 Saccharomyces cerevisiae YHR007C Cytochrome P450 51 (EC 1.14.14.-) (CYPL1) (P450- L1A1) (Sterol 14- alpha demethylase)",Yali1B,709446,711017,+,1572,3,28.07129,98.79058,3.62,158,-87,30,19,175.84,1,0,0.00015,15.1714099428,1.98227587072,2e-06,0.000167,Essential,Essential,na,-0.7748,0.4118,-0.9844,na,YALI1_B07094g,YALI0B05126g,YALI1_B07094g,mRNA,YALI1B,709446.0,711017.0,+,"similar to Saccharomyces cerevisiae ERG11 (YHR007C)%3B ancestral locus Anc_5.588,  similar to uniprot|P10614 Saccharomyces cerevisiae YHR007C Cytochrome P450 51 (EC 1.14.14.-) (CYPL1) (P450- L1A1) (Sterol 14- alpha demethylase)",YALI0_B05126g
